X:VCD, X:Glc, X:Lac, X:Titer, W:Feed
1.2614,121.46,122.65,807.82,15.25
0.67932,135.81,124.01,819.19,0
0.36418,135.32,124.73,823.8,0
0.19487,135.06,125.12,824.74,0
0.1627,26.435,0,0,0
0.51249,26.142,0.43992,0.013574,0
1.55,25.239,1.7975,0.1294,11.218
4.2317,33.865,5.6915,1.3803,11.218
9.2731,38.772,15.169,13.317,11.218
14.861,38.324,32.691,72.46,11.218
17.962,33.541,56.725,215.94,11.218
17.937,27.341,82.894,426.87,11.218
15.924,22.235,107.43,657.81,11.218
13.152,19.508,128.4,871.64,11.218
10.383,19.478,145.31,1051.3,11.218
7.9656,21.945,158.47,1193.7,11.218
5.9965,26.511,168.47,1302.1,0
4.4549,21.537,175.95,1381.4,0
3.2781,17.861,181.47,1437.1,0
0.74739,13.152,0,0,0
2.1877,11.859,1.9473,0.32789,0
5.4692,8.372,7.2038,3.943,0
9.757,1.0553,18.334,31.887,16.929
13.17,7.1622,34.79,104.6,16.929
15.316,10.321,55.562,231.96,16.929
15.328,12.453,77.856,405.57,16.929
13.864,15.339,98.998,595.77,16.929
11.748,19.985,117.48,777.33,16.929
9.5308,26.728,132.79,936.02,0
7.498,18.593,145.01,1065.5,0
5.7614,12.275,154.52,1165.3,0
4.3393,7.4766,161.76,1238.3,0
3.2008,3.9107,167.16,1288.2,0
2.2876,1.3448,171.08,1317.1,0
0.13112,36.013,0,0,0
0.41843,35.776,0.35715,0.0063155,0
1.2912,35.03,1.4778,0.065583,0
3.6282,32.835,4.7745,0.86414,0
8.2871,27.307,13.084,9.6299,19.376
13.981,35.968,29.182,57.63,19.376
17.61,39.942,52.316,185.9,19.376
17.994,42.013,78.305,387.56,19.376
16.117,44.91,103.05,616.93,19.376
13.242,50.164,124.25,833.14,0
10.415,38.859,141.23,1014.9,0
8.0324,30.052,154.46,1158.9,0
6.0848,23.323,164.57,1268.4,0
4.5448,18.264,172.18,1348.7,0
3.3577,14.508,177.83,1405.5,0
0.68844,78.227,0,0,0
2.1572,76.983,1.868,0.063508,0
5.721,73.407,7.236,1.9617,18.582
10.93,83.996,19.227,21.571,18.582
13.869,90.353,37.574,94.193,18.582
12.811,95.868,57.183,216.39,18.582
9.6831,103.59,73.481,343.24,18.582
6.4995,114.45,85.064,443.8,18.582
4.0842,128.03,92.579,512.47,18.582
2.478,143.52,97.217,555.6,18.582
1.4755,160.24,100,581.28,0
0.86939,159.14,101.65,595.91,0
0.50921,158.5,102.62,603.81,0
0.29721,158.12,103.19,607.7,0
0.17313,157.9,103.52,609.23,0
0.16841,29.443,0,0,0
0.53261,29.139,0.45647,0.012082,0
1.6148,28.199,1.8696,0.12592,0
4.3714,25.508,5.9124,1.5621,10.66
9.4284,29.713,15.614,14.7,10.66
14.931,28.597,33.308,76.43,10.66
17.911,23.257,57.356,221.91,10.66
17.771,16.619,83.368,431.79,10.66
15.653,11.192,107.59,657.08,10.66
12.79,8.2522,128.1,860.19,0
9.2848,-8.0455e-21,144.21,968.88,0
5.919,8.3178e-22,154.98,964.4,0
3.7498,6.309e-21,161.83,959.95,0
2.3668,9.3284e-21,166.16,955.55,0
1.4905,1.103e-20,168.88,951.19,0
0.6178,23.982,0,0,0
1.8902,22.886,1.6499,0.12207,12.066
5.1061,31.803,6.3812,1.8484,12.066
10.714,36.42,17.569,18.815,12.066
16.192,35.426,37.186,94.836,12.066
18.642,30.513,62.693,260.28,12.066
17.996,24.827,89.369,485.56,12.066
15.616,20.711,113.69,720.6,12.066
12.698,19.212,134.09,931.8,12.066
9.9173,20.477,150.34,1106,12.066
7.5489,24.215,162.85,1242.2,12.066
5.6455,29.992,172.3,1344.7,0
4.1713,25.321,179.32,1418.9,0
3.0577,21.884,184.49,1470.6,0
2.228,19.374,188.26,1505.1,0
0.63589,57.927,0,0,0
1.9955,56.778,1.7247,0.062401,0
5.4246,53.431,6.7498,1.7369,0
11.193,45.581,18.536,20.367,7.9015
16.549,39.997,38.787,102.07,7.9015
18.754,30.694,64.63,273.85,7.9015
17.921,20.835,91.323,502.13,7.9015
15.408,12.707,115.44,735.11,7.9015
12.362,7.3384,135.45,937.21,7.9015
9.4525,4.8863,151.11,1094,7.9015
7.0251,5.0069,162.91,1209.8,7.9015
5.1696,7.1482,171.62,1296.1,0
3.7452,2.9398,178,1355.5,0
2.5592,0.09481,182.53,1380.5,0
1.5971,3.7279e-13,185.47,1371.7,0
0.11877,11.654,0,0,0
0.3563,11.447,0.31185,0.034143,0
1.0376,10.836,1.2335,0.19166,12.626
2.8817,21.723,3.849,0.89023,12.626
6.9104,29.852,10.607,6.3805,12.626
12.56,33.173,24.586,40.381,12.626
16.885,31.465,46.119,146.52,12.626
18.088,27.084,71.673,332.18,12.626
16.776,22.861,96.997,557.53,12.626
14.247,20.579,119.41,779.36,12.626
11.456,20.903,137.91,973.07,12.626
8.9009,23.809,152.52,1130.6,12.626
6.7583,28.967,163.74,1252.8,0
5.052,23.343,172.19,1343.6,0
3.7359,19.164,178.48,1408.5,0
0.6835,62.864,0,0,0
2.1413,61.629,1.8531,0.070006,0
5.7485,58.06,7.2121,2.0183,10.322
11.512,60.183,19.519,22.684,10.322
16.332,56.935,39.892,107.32,10.322
17.962,50.553,64.972,275.59,10.322
16.961,43.973,90.352,493.26,10.322
14.614,39.096,113.18,715.86,10.322
11.881,36.714,132.26,915.1,10.322
9.2954,36.91,147.47,1079.5,10.322
7.0787,39.417,159.21,1207.8,0
5.3048,33.518,168.07,1303.9,0
3.9407,29.116,174.68,1373.4,0
2.9066,25.859,179.58,1422.3,0
2.1322,23.464,183.18,1455.3,0
